Frequenz (Hz)	Pegel (dB)
10103,109741	-136,932587
10103,782654	-135,429550
10104,455566	-131,407303
10105,128479	-133,225662
10105,801392	-134,750778
10106,474304	-134,557114
10107,147217	-133,552048
10107,820129	-135,155716
10108,493042	-134,113586
10109,165955	-131,644516
10109,838867	-133,792252
10110,511780	-133,239136
10111,184692	-133,383408
10111,857605	-133,767334
10112,530518	-134,356094
10113,203430	-135,373337
10113,876343	-134,992554
10114,549255	-135,555161
10115,222168	-134,623672
10115,895081	-132,164886
10116,567993	-131,538254
10117,240906	-133,008347
10117,913818	-133,139557
10118,586731	-131,727402
10119,259644	-130,370193
10119,932556	-129,538452
10120,605469	-129,841614
10121,278381	-131,579590
10121,951294	-132,179016
10122,624207	-134,393341
10123,297119	-137,216553
10123,970032	-136,476013
10124,642944	-133,709412
10125,315857	-134,068588
10125,988770	-134,457291
10126,661682	-132,993439
10127,334595	-132,470749
10128,007507	-134,077255
10128,680420	-132,767700
10129,353333	-130,817978
10130,026245	-132,738205
10130,699158	-131,376465
10131,372070	-131,254623
10132,044983	-131,054733
10132,717896	-132,486252
10133,390808	-134,934097
10134,063721	-136,382813
10134,736633	-135,025085
10135,409546	-131,941559
10136,082458	-130,868240
10136,755371	-133,394150
10137,428284	-136,987823
10138,101196	-137,885773
10138,774109	-134,341171
10139,447021	-133,481506
10140,119934	-134,363602
10140,792847	-134,192184
10141,465759	-134,783997
10142,138672	-132,396851
10142,811584	-133,894119
10143,484497	-136,986267
10144,157410	-136,689789
10144,830322	-133,261719
10145,503235	-132,110535
10146,176147	-134,171021
10146,849060	-134,455841
10147,521973	-134,987457
10148,194885	-132,935989
10148,867798	-132,435974
10149,540710	-135,555466
10150,213623	-134,296387
10150,886536	-134,015503
10151,559448	-132,264374
10152,232361	-132,867599
10152,905273	-133,605316
10153,578186	-136,235428
10154,251099	-136,383362
10154,924011	-133,502869
10155,596924	-135,162796
10156,269836	-132,702545
10156,942749	-134,838562
10157,615662	-136,944138
10158,288574	-137,772522
10158,961487	-132,254639
10159,634399	-131,830322
10160,307312	-135,576385
10160,980225	-135,348099
10161,653137	-134,208969
10162,326050	-134,656128
10162,998962	-134,673157
10163,671875	-134,103104
10164,344788	-133,974304
10165,017700	-136,120453
10165,690613	-133,802673
10166,363525	-132,461426
10167,036438	-131,336853
10167,709351	-133,872696
10168,382263	-134,097565
10169,055176	-135,226410
10169,728088	-132,811600
10170,401001	-133,289551
10171,073914	-134,228195
10171,746826	-139,971954
10172,419739	-135,370789
10173,092651	-133,659119
10173,765564	-132,771515
10174,438477	-133,122681
10175,111389	-134,237503
10175,784302	-135,515289
10176,457214	-133,776398
10177,130127	-132,997879
10177,803040	-130,782776
10178,475952	-133,608536
10179,148865	-133,604324
10179,821777	-133,130035
10180,494690	-132,260513
10181,167603	-133,255188
10181,840515	-132,235474
10182,513428	-134,269989
10183,186340	-135,793182
10183,859253	-134,471466
10184,532166	-135,317642
10185,205078	-135,594864
10185,877991	-133,640869
10186,550903	-132,415222
10187,223816	-132,990402
10187,896729	-131,677246
10188,569641	-134,215073
10189,242554	-133,153976
10189,915466	-136,932617
10190,588379	-139,688766
10191,261292	-134,930511
10191,934204	-133,946640
10192,607117	-132,002655
10193,280029	-133,985596
10193,952942	-136,376343
10194,625854	-134,660889
10195,298767	-133,453186
10195,971680	-135,915451
10196,644592	-133,291641
10197,317505	-133,448761
10197,990417	-135,556961
10198,663330	-133,153763
10199,336243	-131,569717
10200,009155	-133,486282
10200,682068	-136,123184
10201,354980	-135,850174
10202,027893	-135,451385
10202,700806	-134,951004
10203,373718	-137,029678
10204,046631	-135,615234
10204,719543	-134,517456
10205,392456	-135,460266
10206,065369	-135,866043
10206,738281	-136,967499
10207,411194	-134,440216
10208,084106	-131,540482
10208,757019	-134,026978
10209,429932	-134,550949
10210,102844	-134,726486
10210,775757	-131,068924
10211,448669	-133,215805
10212,121582	-132,589645
10212,794495	-132,186783
10213,467407	-135,496964
10214,140320	-135,827011
10214,813232	-134,079620
10215,486145	-132,511139
10216,159058	-133,564026
10216,831970	-133,805725
10217,504883	-131,947662
10218,177795	-133,801208
10218,850708	-135,599091
10219,523621	-133,271790
10220,196533	-135,157104
10220,869446	-133,260803
10221,542358	-134,319672
10222,215271	-135,942749
10222,888184	-133,794571
10223,561096	-134,114822
10224,234009	-135,586273
10224,906921	-134,800781
10225,579834	-132,027344
10226,252747	-132,698486
10226,925659	-132,575439
10227,598572	-135,001694
10228,271484	-134,246948
10228,944397	-133,022293
10229,617310	-134,951233
10230,290222	-134,428497
10230,963135	-135,835754
10231,636047	-133,994736
10232,308960	-135,706558
10232,981873	-135,508987
10233,654785	-133,465683
10234,327698	-131,205582
10235,000610	-131,697845
10235,673523	-133,032669
10236,346436	-132,268723
10237,019348	-133,957153
10237,692261	-133,994110
10238,365173	-133,689697
10239,038086	-134,920761
10239,710999	-134,279968
10240,383911	-136,524734
10241,056824	-136,031860
10241,729736	-134,403168
10242,402649	-135,116013
10243,075562	-133,189484
10243,748474	-134,604462
10244,421387	-134,721802
10245,094299	-135,792755
10245,767212	-135,789398
10246,440125	-134,067078
10247,113037	-135,324905
10247,785950	-133,702682
10248,458862	-133,902664
10249,131775	-133,935883
10249,804688	-134,957367
10250,477600	-135,898529
10251,150513	-138,696259
10251,823425	-136,522629
10252,496338	-135,874817
10253,169250	-135,004044
10253,842163	-133,564621
10254,515076	-134,210922
10255,187988	-132,391754
10255,860901	-135,164963
10256,533813	-135,925018
10257,206726	-135,187286
10257,879639	-135,103256
10258,552551	-134,040192
10259,225464	-131,811157
10259,898376	-134,483887
10260,571289	-134,916733
10261,244202	-133,270737
10261,917114	-131,193649
10262,590027	-135,716873
10263,262939	-134,544876
10263,935852	-134,321976
10264,608765	-130,760223
10265,281677	-132,157181
10265,954590	-132,465256
10266,627502	-133,177139
10267,300415	-130,818893
10267,973328	-132,674957
10268,646240	-135,240311
10269,319153	-134,631149
10269,992065	-133,065201
10270,664978	-133,554031
10271,337891	-134,161087
10272,010803	-133,492889
10272,683716	-135,135452
10273,356628	-132,077988
10274,029541	-134,259506
10274,702454	-134,841553
10275,375366	-134,781357
10276,048279	-133,846069
10276,721191	-135,133270
10277,394104	-134,292099
10278,067017	-134,713776
10278,739929	-135,785065
10279,412842	-135,857803
10280,085754	-136,567062
10280,758667	-137,788086
10281,431580	-134,273926
10282,104492	-137,672974
10282,777405	-136,475143
10283,450317	-135,969040
10284,123230	-138,403137
10284,796143	-135,096451
10285,469055	-133,818054
10286,141968	-132,955063
10286,814880	-135,270782
10287,487793	-133,805939
10288,160706	-131,653641
10288,833618	-132,293243
10289,506531	-136,681717
10290,179443	-135,363846
10290,852356	-133,020874
10291,525269	-133,466476
10292,198181	-136,682922
10292,871094	-134,695328
10293,544006	-134,982803
10294,216919	-133,686798
10294,889832	-131,821823
10295,562744	-134,122955
10296,235657	-133,172455
10296,908569	-134,327774
10297,581482	-133,698425
10298,254395	-137,390640
10298,927307	-136,946884
10299,600220	-136,308380
10300,273132	-134,054428
10300,946045	-131,054642
10301,618958	-133,834457
10302,291870	-133,500992
10302,964783	-132,472992
10303,637695	-135,170563
10304,310608	-134,071976
10304,983521	-133,958435
10305,656433	-135,238235
10306,329346	-133,468719
10307,002258	-133,583832
10307,675171	-133,886749
10308,348083	-134,101151
10309,020996	-135,545044
10309,693909	-135,314667
10310,366821	-132,883606
10311,039734	-131,638260
10311,712646	-130,708267
10312,385559	-132,949005
10313,058472	-134,193146
10313,731384	-133,302856
10314,404297	-132,578049
10315,077209	-134,639633
10315,750122	-133,940506
10316,423035	-134,617767
10317,095947	-134,032791
10317,768860	-134,141510
10318,441772	-133,929367
10319,114685	-134,984940
10319,787598	-135,736984
10320,460510	-134,411377
10321,133423	-133,135162
10321,806335	-131,687210
10322,479248	-132,841095
10323,152161	-133,458069
10323,825073	-135,249908
10324,497986	-135,102142
10325,170898	-134,566437
10325,843811	-135,153091
10326,516724	-135,719315
10327,189636	-134,979462
10327,862549	-135,089310
10328,535461	-134,774612
10329,208374	-136,882767
10329,881287	-135,248581
10330,554199	-136,704361
10331,227112	-133,630020
10331,900024	-137,511719
10332,572937	-136,910919
10333,245850	-133,973129
10333,918762	-136,043793
10334,591675	-133,810562
10335,264587	-134,873199
10335,937500	-131,850967
10336,610413	-133,929962
10337,283325	-132,008713
10337,956238	-130,860107
10338,629150	-131,989487
10339,302063	-131,871521
10339,974976	-132,621292
10340,647888	-134,371094
10341,320801	-135,259125
10341,993713	-132,682983
10342,666626	-134,524063
10343,339539	-132,879395
10344,012451	-132,846161
10344,685364	-135,022003
10345,358276	-131,135208
10346,031189	-132,105499
10346,704102	-132,455002
10347,377014	-134,693436
10348,049927	-133,329178
10348,722839	-132,697891
10349,395752	-135,141479
10350,068665	-134,639175
10350,741577	-133,858688
10351,414490	-136,352005
10352,087402	-139,168381
10352,760315	-135,789139
10353,433228	-132,664490
10354,106140	-133,305557
10354,779053	-137,995926
10355,451965	-135,681305
10356,124878	-136,309021
10356,797791	-136,621490
10357,470703	-136,000595
10358,143616	-135,084000
10358,816528	-131,091217
10359,489441	-132,307953
10360,162354	-134,944138
10360,835266	-132,745529
10361,508179	-136,383209
10362,181091	-133,814651
10362,854004	-134,088425
10363,526917	-136,287125
10364,199829	-136,684052
10364,872742	-135,622772
10365,545654	-134,356476
10366,218567	-133,371063
10366,891479	-135,287216
10367,564392	-132,702240
10368,237305	-134,183746
10368,910217	-132,270676
10369,583130	-131,083298
10370,256042	-132,337906
10370,928955	-133,786957
10371,601868	-134,879608
10372,274780	-138,336441
10372,947693	-133,026382
10373,620605	-132,287277
10374,293518	-133,835632
10374,966431	-134,690918
10375,639343	-132,857300
10376,312256	-135,237381
10376,985168	-135,298416
10377,658081	-134,199600
10378,330994	-134,776367
10379,003906	-133,116531
10379,676819	-132,360184
10380,349731	-132,182632
10381,022644	-137,184982
10381,695557	-136,295029
10382,368469	-132,218430
10383,041382	-131,021973
10383,714294	-133,306229
10384,387207	-135,248215
10385,060120	-132,108871
10385,733032	-133,000916
10386,405945	-133,185516
10387,078857	-133,939697
10387,751770	-133,386917
10388,424683	-135,206848
10389,097595	-133,239655
10389,770508	-133,502335
10390,443420	-135,152954
10391,116333	-134,725433
10391,789246	-134,141129
10392,462158	-134,214142
10393,135071	-137,126358
10393,807983	-133,923660
10394,480896	-135,122284
10395,153809	-134,783234
10395,826721	-135,753571
10396,499634	-135,729935
10397,172546	-134,639526
10397,845459	-135,048294
10398,518372	-132,330017
10399,191284	-132,822754
10399,864197	-133,558777
10400,537109	-133,088242
10401,210022	-132,200851
10401,882935	-132,195770
10402,555847	-133,534805
10403,228760	-134,798813
10403,901672	-134,111847
10404,574585	-136,614822
10405,247498	-133,395203
10405,920410	-135,934753
10406,593323	-133,481384
10407,266235	-134,555344
10407,939148	-134,405167
10408,612061	-134,907455
10409,284973	-134,515152
10409,957886	-132,400558
10410,630798	-131,976013
10411,303711	-135,496857
10411,976624	-136,267090
10412,649536	-132,665329
10413,322449	-133,263687
10413,995361	-133,984299
10414,668274	-134,208130
10415,341187	-134,839539
10416,014099	-132,427261
10416,687012	-133,262360
10417,359924	-136,487122
10418,032837	-134,957291
10418,705750	-132,632568
10419,378662	-130,535400
10420,051575	-131,309067
10420,724487	-134,210632
10421,397400	-133,667831
10422,070313	-133,014084
10422,743225	-133,803955
10423,416138	-133,928314
10424,089050	-136,889267
10424,761963	-133,463318
10425,434875	-134,749023
10426,107788	-133,328156
10426,780701	-130,904694
10427,453613	-130,288727
10428,126526	-135,557800
10428,799438	-134,704071
10429,472351	-133,209167
10430,145264	-134,435440
10430,818176	-132,913239
10431,491089	-133,565994
10432,164001	-132,248825
10432,836914	-132,056244
10433,509827	-132,364136
10434,182739	-135,618378
10434,855652	-135,082962
10435,528564	-134,693359
10436,201477	-134,696075
10436,874390	-136,635742
10437,547302	-135,880676
10438,220215	-134,690781
10438,893127	-132,781311
10439,566040	-132,132706
10440,238953	-133,207932
10440,911865	-134,528732
10441,584778	-133,414474
10442,257690	-134,255814
10442,930603	-130,688675
10443,603516	-132,968903
10444,276428	-133,329330
10444,949341	-136,191895
10445,622253	-136,855484
10446,295166	-133,660202
10446,968079	-136,369995
10447,640991	-135,209000
10448,313904	-134,445099
10448,986816	-136,125153
10449,659729	-132,394806
10450,332642	-130,654922
10451,005554	-132,781525
10451,678467	-133,979248
10452,351379	-134,724823
10453,024292	-133,337326
10453,697205	-134,336243
10454,370117	-134,459457
10455,043030	-133,368271
10455,715942	-133,342133
10456,388855	-134,439774
10457,061768	-135,141296
10457,734680	-133,253586
10458,407593	-132,732254
10459,080505	-133,803680
10459,753418	-134,788605
10460,426331	-135,327301
10461,099243	-136,593430
10461,772156	-134,690994
10462,445068	-134,857788
10463,117981	-133,574890
10463,790894	-135,523361
10464,463806	-138,960190
10465,136719	-136,356262
10465,809631	-133,167999
10466,482544	-133,177246
10467,155457	-136,358795
10467,828369	-135,801025
10468,501282	-132,974030
10469,174194	-133,151627
10469,847107	-135,687363
10470,520020	-134,768463
10471,192932	-132,615509
10471,865845	-134,274872
10472,538757	-134,336990
10473,211670	-135,732071
10473,884583	-136,142426
10474,557495	-134,856552
10475,230408	-133,175934
10475,903320	-130,617340
10476,576233	-133,638168
10477,249146	-134,337082
10477,922058	-136,339828
10478,594971	-133,647812
10479,267883	-132,976425
10479,940796	-133,457092
10480,613708	-132,553711
10481,286621	-134,348236
10481,959534	-137,043259
10482,632446	-135,105545
10483,305359	-134,508087
10483,978271	-135,211578
10484,651184	-135,218872
10485,324097	-133,387512
10485,997009	-135,912323
10486,669922	-133,444443
10487,342834	-135,094879
10488,015747	-136,572983
10488,688660	-134,491623
10489,361572	-134,647491
10490,034485	-133,530670
10490,707397	-131,300674
10491,380310	-130,768051
10492,053223	-133,758011
10492,726135	-134,622437
10493,399048	-134,521805
10494,071960	-131,477188
10494,744873	-134,246307
10495,417786	-132,857605
10496,090698	-133,002975
10496,763611	-133,371429
10497,436523	-132,217041
10498,109436	-133,923920
10498,782349	-135,209152
10499,455261	-137,728989
10500,128174	-138,400467
10500,801086	-134,686981
10501,473999	-134,089020
10502,146912	-136,061844
10502,819824	-138,435913
10503,492737	-134,671844
10504,165649	-133,785828
10504,838562	-133,902695
10505,511475	-133,946945
10506,184387	-132,721466
10506,857300	-132,440994
10507,530212	-131,063492
10508,203125	-130,949646
10508,876038	-132,047409
10509,548950	-133,556229
10510,221863	-131,479828
10510,894775	-133,201614
10511,567688	-132,168304
10512,240601	-133,898346
10512,913513	-133,886322
10513,586426	-134,946365
10514,259338	-137,198227
10514,932251	-137,210449
10515,605164	-134,415054
10516,278076	-133,524231
10516,950989	-132,791794
10517,623901	-131,564957
10518,296814	-134,911636
10518,969727	-138,534668
10519,642639	-133,948059
10520,315552	-133,514450
10520,988464	-132,130905
10521,661377	-131,369476
10522,334290	-133,503616
10523,007202	-135,391068
10523,680115	-133,551147
10524,353027	-133,294662
10525,025940	-132,565231
10525,698853	-134,598480
10526,371765	-132,352158
10527,044678	-135,157120
10527,717590	-133,023285
10528,390503	-133,153015
10529,063416	-133,501892
10529,736328	-134,050659
10530,409241	-132,597122
10531,082153	-136,011841
10531,755066	-136,300751
10532,427979	-134,567429
10533,100891	-135,665100
10533,773804	-137,652924
10534,446716	-132,384308
10535,119629	-131,499283
10535,792542	-134,376465
10536,465454	-134,001053
10537,138367	-133,890457
10537,811279	-134,298050
10538,484192	-135,174545
10539,157104	-133,177444
10539,830017	-133,343414
10540,502930	-133,089539
10541,175842	-133,972061
10541,848755	-131,830811
10542,521667	-132,132553
10543,194580	-133,852524
10543,867493	-131,748459
10544,540405	-131,907806
10545,213318	-132,483124
10545,886230	-133,819809
10546,559143	-135,310760
10547,232056	-131,493652
10547,904968	-132,112518
10548,577881	-130,195724
10549,250793	-129,636963
10549,923706	-130,039154
10550,596619	-130,104858
10551,269531	-130,256699
10551,942444	-130,172440
10552,615356	-130,304871
10553,288269	-132,791824
10553,961182	-130,620316
10554,634094	-128,905365
10555,307007	-129,862503
10555,979919	-129,537704
10556,652832	-132,724579
10557,325745	-136,150635
10557,998657	-132,957840
10558,671570	-133,940369
10559,344482	-135,340027
10560,017395	-134,189682
10560,690308	-133,705505
10561,363220	-131,325439
10562,036133	-130,900543
10562,709045	-130,201355
10563,381958	-132,273148
10564,054871	-133,427521
10564,727783	-132,630646
10565,400696	-132,743057
10566,073608	-134,291519
10566,746521	-132,227585
10567,419434	-133,050797
10568,092346	-131,936569
10568,765259	-133,002472
10569,438171	-131,831879
10570,111084	-132,705063
10570,783997	-132,379791
10571,456909	-132,005203
10572,129822	-135,602554
10572,802734	-135,239258
10573,475647	-132,331711
10574,148560	-134,336792
10574,821472	-134,544754
10575,494385	-134,814926
10576,167297	-136,714233
10576,840210	-137,802094
10577,513123	-132,542923
10578,186035	-131,007477
10578,858948	-130,218170
10579,531860	-133,619232
10580,204773	-135,026566
10580,877686	-133,665955
10581,550598	-133,215073
10582,223511	-135,225708
10582,896423	-135,695145
10583,569336	-135,475967
10584,242249	-135,529678
10584,915161	-135,603333
10585,588074	-134,914261
10586,260986	-133,431244
10586,933899	-136,233765
10587,606812	-131,196976
10588,279724	-132,752747
10588,952637	-132,678696
10589,625549	-131,871231
10590,298462	-134,703384
10590,971375	-135,492081
10591,644287	-133,405685
10592,317200	-129,912323
10592,990112	-127,984520
10593,663025	-122,276566
10594,335938	-117,093208
10595,008850	-116,451973
10595,681763	-119,754829
10596,354675	-126,703621
10597,027588	-130,667984
10597,700500	-132,666031
10598,373413	-132,207611
10599,046326	-133,013657
10599,719238	-132,489868
10600,392151	-132,858139
10601,065063	-133,761414
10601,737976	-133,461685
10602,410889	-133,627258
10603,083801	-134,033203
10603,756714	-132,297195
10604,429626	-134,570358
10605,102539	-135,517075
10605,775452	-133,538361
10606,448364	-134,449081
10607,121277	-134,548340
10607,794189	-137,052780
10608,467102	-134,321259
10609,140015	-134,287552
10609,812927	-137,275558
10610,485840	-134,106979
10611,158752	-135,087326
10611,831665	-133,784332
10612,504578	-134,131027
10613,177490	-134,788422
10613,850403	-133,161636
10614,523315	-133,586685
10615,196228	-132,721649
10615,869141	-133,647827
10616,542053	-132,735947
10617,214966	-132,941666
10617,887878	-133,133240
10618,560791	-132,854584
10619,233704	-134,975494
10619,906616	-132,802597
10620,579529	-134,979675
10621,252441	-135,834244
10621,925354	-135,938934
10622,598267	-136,524567
10623,271179	-136,246582
10623,944092	-136,087433
10624,617004	-137,819901
10625,289917	-138,466812
10625,962830	-135,395187
10626,635742	-136,321564
10627,308655	-136,996964
10627,981567	-132,718338
10628,654480	-133,506760
10629,327393	-132,211884
10630,000305	-136,285553
10630,673218	-133,781174
10631,346130	-132,337524
10632,019043	-131,546829
10632,691956	-134,813583
10633,364868	-135,039917
10634,037781	-135,520554
10634,710693	-133,927490
10635,383606	-131,794617
10636,056519	-133,021378
10636,729431	-133,545486
10637,402344	-136,259918
10638,075256	-139,429688
10638,748169	-135,761917
10639,421082	-134,589722
10640,093994	-133,827133
10640,766907	-133,358429
10641,439819	-133,074463
10642,112732	-133,772461
10642,785645	-132,176025
10643,458557	-133,474823
10644,131470	-135,593658
10644,804382	-132,582306
10645,477295	-131,555313
10646,150208	-131,093536
10646,823120	-131,906509
10647,496033	-134,270630
10648,168945	-131,961746
10648,841858	-133,879395
10649,514771	-135,144913
10650,187683	-136,471725
10650,860596	-135,014404
10651,533508	-134,333679
10652,206421	-134,442276
10652,879333	-134,786072
10653,552246	-134,380203
10654,225159	-133,880157
10654,898071	-138,454514
10655,570984	-135,943695
10656,243896	-133,777802
10656,916809	-132,728683
10657,589722	-134,785339
10658,262634	-136,743668
10658,935547	-136,073929
10659,608459	-137,490112
10660,281372	-134,202728
10660,954285	-134,341476
10661,627197	-133,473648
10662,300110	-134,917023
10662,973022	-135,198700
10663,645935	-135,699799
10664,318848	-132,889816
10664,991760	-136,438889
10665,664673	-135,790070
10666,337585	-134,069107
10667,010498	-132,214539
10667,683411	-134,224899
10668,356323	-135,280884
10669,029236	-134,816605
10669,702148	-133,000366
10670,375061	-131,422913
10671,047974	-134,759308
10671,720886	-134,499649
10672,393799	-132,540649
10673,066711	-135,484421
10673,739624	-133,948990
10674,412537	-133,114502
10675,085449	-134,762527
10675,758362	-131,933456
10676,431274	-134,293213
10677,104187	-133,910782
10677,777100	-130,764023
10678,450012	-131,590714
10679,122925	-132,865753
10679,795837	-132,619034
10680,468750	-128,885574
10681,141663	-131,777802
10681,814575	-134,875580
10682,487488	-137,749710
10683,160400	-135,144150
10683,833313	-134,734360
10684,506226	-133,680420
10685,179138	-134,577026
10685,852051	-135,887756
10686,524963	-134,984116
10687,197876	-136,901367
10687,870789	-133,929688
10688,543701	-133,740570
10689,216614	-134,357285
10689,889526	-133,865646
10690,562439	-134,631577
10691,235352	-137,040451
10691,908264	-132,318558
10692,581177	-133,328033
10693,254089	-136,665527
10693,927002	-135,135117
10694,599915	-134,407913
10695,272827	-131,532471
10695,945740	-133,701370
10696,618652	-134,097992
10697,291565	-134,370255
10697,964478	-135,667587
10698,637390	-136,603928
10699,310303	-132,865234
10699,983215	-133,353226
10700,656128	-135,378571
10701,329041	-133,898636
10702,001953	-135,279816
10702,674866	-133,768295
10703,347778	-133,399200
10704,020691	-131,818817
10704,693604	-133,858047
10705,366516	-131,985504
10706,039429	-132,899216
10706,712341	-135,254761
10707,385254	-134,753983
10708,058167	-134,737198
10708,731079	-134,384109
10709,403992	-134,592484
10710,076904	-137,130981
10710,749817	-136,205338
10711,422729	-136,851089
10712,095642	-133,591278
10712,768555	-134,564728
10713,441467	-135,232635
10714,114380	-135,429901
10714,787292	-133,649811
10715,460205	-134,164352
10716,133118	-134,093948
10716,806030	-137,265564
10717,478943	-136,323410
10718,151855	-134,744965
10718,824768	-135,304779
10719,497681	-135,462112
10720,170593	-134,015366
10720,843506	-134,152176
10721,516418	-137,224731
10722,189331	-136,442719
10722,862244	-134,341705
10723,535156	-135,955383
10724,208069	-133,364456
10724,880981	-131,558624
10725,553894	-133,431564
10726,226807	-137,281433
10726,899719	-135,022842
10727,572632	-133,472443
10728,245544	-136,383316
10728,918457	-135,795349
10729,591370	-133,852402
10730,264282	-134,572464
10730,937195	-134,141708
10731,610107	-132,864639
10732,283020	-131,969818
10732,955933	-134,236069
10733,628845	-133,473541
10734,301758	-132,953873
10734,974670	-134,585220
10735,647583	-133,027908
10736,320496	-134,640778
10736,993408	-134,163010
10737,666321	-136,656433
10738,339233	-134,642288
10739,012146	-133,830933
10739,685059	-133,908066
10740,357971	-133,982437
10741,030884	-134,071518
10741,703796	-136,096832
10742,376709	-135,981628
10743,049622	-136,936020
10743,722534	-134,932678
10744,395447	-133,329819
10745,068359	-133,687042
10745,741272	-134,447174
10746,414185	-131,443054
10747,087097	-131,396210
10747,760010	-131,850266
10748,432922	-132,784805
10749,105835	-132,989456
10749,778748	-130,674881
10750,451660	-132,426651
10751,124573	-135,816666
10751,797485	-133,537094
10752,470398	-133,054337
10753,143311	-134,836243
10753,816223	-131,971161
10754,489136	-131,745575
10755,162048	-135,182877
10755,834961	-136,234756
10756,507874	-134,555649
10757,180786	-134,982880
10757,853699	-134,505783
10758,526611	-136,643127
10759,199524	-136,227783
10759,872437	-134,652252
10760,545349	-135,932373
10761,218262	-134,386810
10761,891174	-132,523102
10762,564087	-132,875916
10763,237000	-135,001068
10763,909912	-133,148590
10764,582825	-134,709457
10765,255737	-135,856094
10765,928650	-140,216125
10766,601563	-137,094498
10767,274475	-135,412003
10767,947388	-133,591003
10768,620300	-131,786469
10769,293213	-135,465714
10769,966125	-134,660126
10770,639038	-131,500092
10771,311951	-130,436661
10771,984863	-132,587997
10772,657776	-134,146759
10773,330688	-134,952271
10774,003601	-134,570145
10774,676514	-134,996155
10775,349426	-132,772018
10776,022339	-135,169144
10776,695251	-135,181686
10777,368164	-134,453537
10778,041077	-133,726471
10778,713989	-132,201904
10779,386902	-133,201752
10780,059814	-133,467041
10780,732727	-133,657593
10781,405640	-138,069183
10782,078552	-136,648956
10782,751465	-135,978149
10783,424377	-133,351852
10784,097290	-132,903732
10784,770203	-132,989273
10785,443115	-132,146820
10786,116028	-134,188446
10786,788940	-134,690750
10787,461853	-132,833282
10788,134766	-136,435226
10788,807678	-134,156586
10789,480591	-133,816925
10790,153503	-134,682358
10790,826416	-135,738510
10791,499329	-133,806625
10792,172241	-134,618607
10792,845154	-132,338547
10793,518066	-132,732071
10794,190979	-134,288300
10794,863892	-134,512970
10795,536804	-132,783630
10796,209717	-133,721268
10796,882629	-133,936707
10797,555542	-134,239655
10798,228455	-132,978653
10798,901367	-134,170746
10799,574280	-134,467484
10800,247192	-133,218094
10800,920105	-130,753433
10801,593018	-132,799377
10802,265930	-134,912994
10802,938843	-134,728180
10803,611755	-135,051819
10804,284668	-135,432281
10804,957581	-133,573105
10805,630493	-133,551315
10806,303406	-132,736923
10806,976318	-133,057449
10807,649231	-133,741684
10808,322144	-133,190735
10808,995056	-134,938065
10809,667969	-135,130295
10810,340881	-131,843414
10811,013794	-133,103760
10811,686707	-135,496918
10812,359619	-134,911575
10813,032532	-133,597382
10813,705444	-135,110809
10814,378357	-133,258972
10815,051270	-131,042755
10815,724182	-132,912872
10816,397095	-132,943787
10817,070007	-134,142227
10817,742920	-135,334549
10818,415833	-134,692368
10819,088745	-132,865570
10819,761658	-134,356674
10820,434570	-133,741409
10821,107483	-133,345886
10821,780396	-135,233429
10822,453308	-134,464828
10823,126221	-134,172806
10823,799133	-132,815781
10824,472046	-129,871338
10825,144958	-132,256378
10825,817871	-135,184906
10826,490784	-134,088120
10827,163696	-132,777115
10827,836609	-133,542923
10828,509521	-136,265472
10829,182434	-133,270966
10829,855347	-134,770035
10830,528259	-134,352615
10831,201172	-132,941040
10831,874084	-132,011475
10832,546997	-133,398178
10833,219910	-134,471954
10833,892822	-133,648270
10834,565735	-133,136749
10835,238647	-132,513367
10835,911560	-133,339767
10836,584473	-135,697281
10837,257385	-135,954224
10837,930298	-133,084702
10838,603210	-131,613113
10839,276123	-133,437622
10839,949036	-134,446259
10840,621948	-131,960144
10841,294861	-132,346649
10841,967773	-136,384705
10842,640686	-134,229706
10843,313599	-134,882278
10843,986511	-134,012619
10844,659424	-133,149231
10845,332336	-134,450882
10846,005249	-134,033127
10846,678162	-132,375107
10847,351074	-133,374268
10848,023987	-134,191666
10848,696899	-133,288712
10849,369812	-135,132462
10850,042725	-133,524628
10850,715637	-133,188431
10851,388550	-134,596939
10852,061462	-132,063919
10852,734375	-128,820343
10853,407288	-132,832291
10854,080200	-133,042328
10854,753113	-132,786377
10855,426025	-133,035660
10856,098938	-133,324158
10856,771851	-135,037231
10857,444763	-131,767471
10858,117676	-132,113068
10858,790588	-134,537125
10859,463501	-136,979111
10860,136414	-132,586044
10860,809326	-133,754318
10861,482239	-135,180923
10862,155151	-133,718491
10862,828064	-132,755524
10863,500977	-131,908920
10864,173889	-132,351120
10864,846802	-129,766235
10865,519714	-133,564346
10866,192627	-134,808487
10866,865540	-137,531769
10867,538452	-135,012833
10868,211365	-132,325134
10868,884277	-132,392975
10869,557190	-132,017136
10870,230103	-135,373077
10870,903015	-135,179443
10871,575928	-135,240524
10872,248840	-135,860123
10872,921753	-134,473129
10873,594666	-134,361588
10874,267578	-131,429245
10874,940491	-131,988922
10875,613403	-131,474228
10876,286316	-132,306305
10876,959229	-132,879471
10877,632141	-133,903290
10878,305054	-131,890823
10878,977966	-132,637863
10879,650879	-132,744904
10880,323792	-135,003189
10880,996704	-133,929886
10881,669617	-133,511490
10882,342529	-133,349869
10883,015442	-134,078827
10883,688354	-134,024551
10884,361267	-133,394424
10885,034180	-135,734329
10885,707092	-132,276291
10886,380005	-131,330139
