Frequenz (Hz)	Pegel (dB)
5696,878052	-111,831520
5697,550964	-110,757652
5698,223877	-110,318901
5698,896790	-112,521866
5699,569702	-114,042351
5700,242615	-113,378883
5700,915527	-114,057571
5701,588440	-110,023163
5702,261353	-109,793808
5702,934265	-113,152306
5703,607178	-109,115425
5704,280090	-109,728951
5704,953003	-113,001778
5705,625916	-112,873543
5706,298828	-115,274361
5706,971741	-110,755531
5707,644653	-111,886154
5708,317566	-111,469154
5708,990479	-112,686028
5709,663391	-112,003685
5710,336304	-111,736053
5711,009216	-110,999336
5711,682129	-111,849129
5712,355042	-114,702072
5713,027954	-113,254128
5713,700867	-111,459221
5714,373779	-111,441711
5715,046692	-110,811333
5715,719604	-110,760811
5716,392517	-110,951996
5717,065430	-110,867531
5717,738342	-111,323502
5718,411255	-110,768440
5719,084167	-109,842392
5719,757080	-112,130325
5720,429993	-111,061058
5721,102905	-112,349434
5721,775818	-115,273750
5722,448730	-114,605225
5723,121643	-113,632195
5723,794556	-111,825890
5724,467468	-112,967545
5725,140381	-111,570435
5725,813293	-110,032295
5726,486206	-113,146545
5727,159119	-112,908501
5727,832031	-113,334381
5728,504944	-117,035126
5729,177856	-114,708321
5729,850769	-110,072525
5730,523682	-111,155296
5731,196594	-112,959908
5731,869507	-116,040184
5732,542419	-113,819778
5733,215332	-110,891357
5733,888245	-108,811333
5734,561157	-109,416954
5735,234070	-114,124336
5735,906982	-112,522186
5736,579895	-112,901863
5737,252808	-116,836906
5737,925720	-113,884766
5738,598633	-110,817581
5739,271545	-109,134087
5739,944458	-110,466431
5740,617371	-112,036324
5741,290283	-111,802864
5741,963196	-112,606506
5742,636108	-110,358818
5743,309021	-113,477951
5743,981934	-111,876610
5744,654846	-111,390671
5745,327759	-113,128685
5746,000671	-113,676186
5746,673584	-110,385704
5747,346497	-110,257729
5748,019409	-111,538094
5748,692322	-110,340012
5749,365234	-110,085007
5750,038147	-112,863693
5750,711060	-110,773521
5751,383972	-113,127357
5752,056885	-110,880417
5752,729797	-112,308380
5753,402710	-114,090248
5754,075623	-114,574562
5754,748535	-113,136070
5755,421448	-114,027237
5756,094360	-113,592804
5756,767273	-109,300949
5757,440186	-114,084007
5758,113098	-117,921837
5758,786011	-112,277054
5759,458923	-112,316643
5760,131836	-113,603020
5760,804749	-112,971512
5761,477661	-112,856583
5762,150574	-111,874382
5762,823486	-113,659508
5763,496399	-115,383011
5764,169312	-114,355560
5764,842224	-114,450310
5765,515137	-114,693977
5766,188049	-115,105827
5766,860962	-114,987160
5767,533875	-110,864006
5768,206787	-110,212959
5768,879700	-110,500427
5769,552612	-113,738831
5770,225525	-112,791168
5770,898438	-112,362488
5771,571350	-113,195183
5772,244263	-113,708923
5772,917175	-111,552055
5773,590088	-111,436646
5774,263000	-113,223892
5774,935913	-112,430290
5775,608826	-111,904022
5776,281738	-113,142822
5776,954651	-113,746468
5777,627563	-113,747459
5778,300476	-113,912010
5778,973389	-112,965851
5779,646301	-113,938271
5780,319214	-114,144066
5780,992126	-115,492935
5781,665039	-114,615776
5782,337952	-114,000183
5783,010864	-113,577751
5783,683777	-113,257057
5784,356689	-116,905952
5785,029602	-114,982018
5785,702515	-110,183632
5786,375427	-110,896477
5787,048340	-115,866119
5787,721252	-115,029961
5788,394165	-112,399902
5789,067078	-110,916237
5789,739990	-110,986992
5790,412903	-114,320244
5791,085815	-115,343323
5791,758728	-112,599083
5792,431641	-110,633728
5793,104553	-112,816078
5793,777466	-113,455116
5794,450378	-114,547890
5795,123291	-113,860985
5795,796204	-112,501526
5796,469116	-114,885788
5797,142029	-115,566467
5797,814941	-113,887444
5798,487854	-113,555153
5799,160767	-113,850151
5799,833679	-114,156212
5800,506592	-113,805199
5801,179504	-114,534286
5801,852417	-113,663902
5802,525330	-115,072212
5803,198242	-116,091888
5803,871155	-117,153297
5804,544067	-112,371155
5805,216980	-111,284363
5805,889893	-113,965096
5806,562805	-114,241013
5807,235718	-114,624931
5807,908630	-116,641884
5808,581543	-118,942436
5809,254456	-113,722397
5809,927368	-110,184021
5810,600281	-112,054436
5811,273193	-113,671028
5811,946106	-114,021965
5812,619019	-114,630669
5813,291931	-115,475639
5813,964844	-113,729095
5814,637756	-112,816093
5815,310669	-114,138641
5815,983582	-113,773064
5816,656494	-114,760147
5817,329407	-115,124901
5818,002319	-114,659004
5818,675232	-115,025360
5819,348145	-114,508804
5820,021057	-113,235596
5820,693970	-114,123734
5821,366882	-112,884003
5822,039795	-115,223862
5822,712708	-114,997566
5823,385620	-114,247147
5824,058533	-111,810326
5824,731445	-112,149986
5825,404358	-113,934784
5826,077271	-114,075256
5826,750183	-118,571930
5827,423096	-115,337563
5828,096008	-114,260674
5828,768921	-115,065842
5829,441833	-113,886635
5830,114746	-114,608658
5830,787659	-113,901154
5831,460571	-115,194656
5832,133484	-114,823524
5832,806396	-114,556435
5833,479309	-114,785538
5834,152222	-113,829567
5834,825134	-113,177986
5835,498047	-114,238129
5836,170959	-113,693626
5836,843872	-114,657372
5837,516785	-115,962509
5838,189697	-117,199562
5838,862610	-116,220657
5839,535522	-115,068665
5840,208435	-114,155815
5840,881348	-115,141998
5841,554260	-116,576248
5842,227173	-115,064377
5842,900085	-112,976028
5843,572998	-114,615356
5844,245911	-114,272629
5844,918823	-113,192909
5845,591736	-115,397034
5846,264648	-117,188042
5846,937561	-118,903549
5847,610474	-118,467728
5848,283386	-117,271126
5848,956299	-117,703140
5849,629211	-119,970596
5850,302124	-116,232178
5850,975037	-113,393753
5851,647949	-115,246147
5852,320862	-115,269211
5852,993774	-113,955727
5853,666687	-114,785095
5854,339600	-115,718704
5855,012512	-119,322601
5855,685425	-116,171005
5856,358337	-113,457207
5857,031250	-115,237900
5857,704163	-117,477165
5858,377075	-113,122208
5859,049988	-113,734512
5859,722900	-113,400269
5860,395813	-113,665848
5861,068726	-115,507256
5861,741638	-115,911102
5862,414551	-114,313339
5863,087463	-115,479431
5863,760376	-115,337196
5864,433289	-115,712593
5865,106201	-116,316315
5865,779114	-116,199654
5866,452026	-113,780586
5867,124939	-115,879646
5867,797852	-116,314812
5868,470764	-114,003876
5869,143677	-115,122620
5869,816589	-118,340637
5870,489502	-120,165855
5871,162415	-114,524277
5871,835327	-114,107285
5872,508240	-115,891937
5873,181152	-115,009293
5873,854065	-115,827675
5874,526978	-116,579300
5875,199890	-115,593636
5875,872803	-118,037598
5876,545715	-114,089798
5877,218628	-114,408020
5877,891541	-114,737938
5878,564453	-115,245338
5879,237366	-118,808701
5879,910278	-115,696365
5880,583191	-115,380417
5881,256104	-115,308853
5881,929016	-115,142845
5882,601929	-115,103897
5883,274841	-116,445984
5883,947754	-115,785240
5884,620667	-116,606430
5885,293579	-116,572052
5885,966492	-115,106064
5886,639404	-114,625275
5887,312317	-116,525612
5887,985229	-115,602211
5888,658142	-115,754417
5889,331055	-117,667465
5890,003967	-122,388969
5890,676880	-118,215202
5891,349792	-114,813446
5892,022705	-114,557007
5892,695618	-115,075676
5893,368530	-114,540848
5894,041443	-113,889748
5894,714355	-114,587555
5895,387268	-116,622452
5896,060181	-112,770203
5896,733093	-114,530930
5897,406006	-116,642288
5898,078918	-112,135773
5898,751831	-113,422249
5899,424744	-116,916901
5900,097656	-116,229950
5900,770569	-117,028526
5901,443481	-118,251373
5902,116394	-117,747391
5902,789307	-117,755531
5903,462219	-117,957268
5904,135132	-116,318062
5904,808044	-115,491142
5905,480957	-116,299347
5906,153870	-115,185760
5906,826782	-115,331993
5907,499695	-114,332970
5908,172607	-114,169411
5908,845520	-116,075195
5909,518433	-115,423363
5910,191345	-114,358833
5910,864258	-114,708488
5911,537170	-116,064888
5912,210083	-116,436935
5912,882996	-115,821274
5913,555908	-117,294006
5914,228821	-117,236794
5914,901733	-116,028603
5915,574646	-118,125168
5916,247559	-118,183472
5916,920471	-118,186104
5917,593384	-118,408279
5918,266296	-119,557350
5918,939209	-119,316406
5919,612122	-117,360199
5920,285034	-117,895569
5920,957947	-119,915291
5921,630859	-117,475624
5922,303772	-115,527977
5922,976685	-117,454445
5923,649597	-117,920227
5924,322510	-117,428375
5924,995422	-116,425232
5925,668335	-113,824219
5926,341248	-112,821404
5927,014160	-114,639595
5927,687073	-114,316231
5928,359985	-115,581642
5929,032898	-114,793297
5929,705811	-114,352409
5930,378723	-114,833344
5931,051636	-116,268227
5931,724548	-115,825989
5932,397461	-117,727867
5933,070374	-116,785271
5933,743286	-117,705315
5934,416199	-116,308594
5935,089111	-116,181427
5935,762024	-115,844231
5936,434937	-115,252190
5937,107849	-113,856705
5937,780762	-117,405098
5938,453674	-115,787285
5939,126587	-114,789261
5939,799500	-115,173515
5940,472412	-114,431175
5941,145325	-113,584167
5941,818237	-115,304741
5942,491150	-114,962372
5943,164063	-115,505653
5943,836975	-114,786728
5944,509888	-114,248627
5945,182800	-116,372078
5945,855713	-116,593559
5946,528625	-115,801353
5947,201538	-115,052559
5947,874451	-115,885674
5948,547363	-115,619446
5949,220276	-113,882210
5949,893188	-116,903000
5950,566101	-118,375099
5951,239014	-117,400719
5951,911926	-118,201889
5952,584839	-118,366264
5953,257751	-115,800751
5953,930664	-114,042320
5954,603577	-114,511566
5955,276489	-117,531250
5955,949402	-116,065033
5956,622314	-113,855583
5957,295227	-114,786751
5957,968140	-116,238869
5958,641052	-113,997711
5959,313965	-114,532051
5959,986877	-113,645752
5960,659790	-113,797035
5961,332703	-113,872757
5962,005615	-115,113297
5962,678528	-115,122169
5963,351440	-114,394867
5964,024353	-112,795746
5964,697266	-113,464256
5965,370178	-114,477707
5966,043091	-113,456184
5966,716003	-112,646996
5967,388916	-112,738213
5968,061829	-112,052544
5968,734741	-113,405037
5969,407654	-114,236641
5970,080566	-113,003021
5970,753479	-112,594757
5971,426392	-113,790771
5972,099304	-113,794975
5972,772217	-113,083405
5973,445129	-112,523964
5974,118042	-111,316330
5974,790955	-109,852501
5975,463867	-109,088989
5976,136780	-105,550331
5976,809692	-103,664124
5977,482605	-105,160881
5978,155518	-107,270523
5978,828430	-109,875916
5979,501343	-113,829590
5980,174255	-115,155014
5980,847168	-116,698112
5981,520081	-115,735016
5982,192993	-114,365494
5982,865906	-116,149994
5983,538818	-116,664627
5984,211731	-118,264496
5984,884644	-118,165665
5985,557556	-118,887512
5986,230469	-118,262398
5986,903381	-115,437294
5987,576294	-116,147644
5988,249207	-116,775398
5988,922119	-119,037956
5989,595032	-119,448250
5990,267944	-117,021294
5990,940857	-114,997078
5991,613770	-117,670418
5992,286682	-118,660873
5992,959595	-119,549019
5993,632507	-119,607452
5994,305420	-119,395241
5994,978333	-117,766830
5995,651245	-116,927368
5996,324158	-118,605461
5996,997070	-117,160324
5997,669983	-117,873238
5998,342896	-118,900604
5999,015808	-115,193550
5999,688721	-110,714539
6000,361633	-114,176193
6001,034546	-116,853561
6001,707458	-115,483170
6002,380371	-115,594376
6003,053284	-116,468414
6003,726196	-116,925316
6004,399109	-118,013512
6005,072021	-116,613571
6005,744934	-116,291916
6006,417847	-115,794708
6007,090759	-116,112312
6007,763672	-118,221992
6008,436584	-116,334236
6009,109497	-115,148842
6009,782410	-116,151215
6010,455322	-116,614319
6011,128235	-116,448334
6011,801147	-117,861191
6012,474060	-116,877609
6013,146973	-114,472504
6013,819885	-114,664742
6014,492798	-118,788177
6015,165710	-119,168015
6015,838623	-115,791534
6016,511536	-115,618629
6017,184448	-117,589401
6017,857361	-115,255981
6018,530273	-115,181465
6019,203186	-118,115311
6019,876099	-118,642021
6020,549011	-115,465042
6021,221924	-116,078735
6021,894836	-117,754692
6022,567749	-120,615097
6023,240662	-118,903801
6023,913574	-117,031570
6024,586487	-116,668442
6025,259399	-117,243149
6025,932312	-118,811630
6026,605225	-117,887939
6027,278137	-117,068832
6027,951050	-118,296494
6028,623962	-119,384422
6029,296875	-118,552795
6029,969788	-119,271545
6030,642700	-119,413193
6031,315613	-119,259491
6031,988525	-118,468475
6032,661438	-118,980156
6033,334351	-117,115341
6034,007263	-118,733673
6034,680176	-119,049454
6035,353088	-120,137161
6036,026001	-120,954010
6036,698914	-119,146919
6037,371826	-118,835266
6038,044739	-117,847336
6038,717651	-117,495079
6039,390564	-116,307281
6040,063477	-117,095474
6040,736389	-119,511490
6041,409302	-117,925262
6042,082214	-118,000710
6042,755127	-117,024376
6043,428040	-117,830521
6044,100952	-118,029755
6044,773865	-117,673439
6045,446777	-118,964050
6046,119690	-120,323685
6046,792603	-120,651550
6047,465515	-118,617180
6048,138428	-118,520531
6048,811340	-119,347122
6049,484253	-120,026840
6050,157166	-117,582237
6050,830078	-118,024399
6051,502991	-120,436111
6052,175903	-120,269699
6052,848816	-118,985443
6053,521729	-117,216255
6054,194641	-118,027534
6054,867554	-117,106575
6055,540466	-116,648186
6056,213379	-118,303017
6056,886292	-117,763405
6057,559204	-117,237915
6058,232117	-116,723503
6058,905029	-115,690231
6059,577942	-118,389626
6060,250854	-118,504753
6060,923767	-115,815880
6061,596680	-115,688812
6062,269592	-119,211884
6062,942505	-117,710075
6063,615417	-116,954704
6064,288330	-116,578979
6064,961243	-114,172432
6065,634155	-115,793671
6066,307068	-119,649155
6066,979980	-118,545097
6067,652893	-117,384483
6068,325806	-117,006653
6068,998718	-117,787247
6069,671631	-118,040039
6070,344543	-118,791222
6071,017456	-119,272133
6071,690369	-117,200638
6072,363281	-116,476738
6073,036194	-115,401161
6073,709106	-117,496841
6074,382019	-120,906921
6075,054932	-120,693283
6075,727844	-117,952484
6076,400757	-120,236984
6077,073669	-120,787682
6077,746582	-119,455002
6078,419495	-117,373184
6079,092407	-117,827347
6079,765320	-119,289536
6080,438232	-120,063286
6081,111145	-119,277367
6081,784058	-120,445229
6082,456970	-119,030144
6083,129883	-117,586685
6083,802795	-118,211845
6084,475708	-118,269814
6085,148621	-122,196945
6085,821533	-117,876091
6086,494446	-115,852356
6087,167358	-117,107529
6087,840271	-117,911186
6088,513184	-118,383011
6089,186096	-118,192688
6089,859009	-118,545731
6090,531921	-118,776825
6091,204834	-115,875336
6091,877747	-116,758896
6092,550659	-118,984131
6093,223572	-120,614479
6093,896484	-120,457779
6094,569397	-121,040802
6095,242310	-119,312393
6095,915222	-119,941864
6096,588135	-120,853371
6097,261047	-121,170128
6097,933960	-116,391861
6098,606873	-117,578308
6099,279785	-118,275230
6099,952698	-118,663849
6100,625610	-120,038040
6101,298523	-118,308792
6101,971436	-119,733269
6102,644348	-119,557724
6103,317261	-118,005684
6103,990173	-117,338013
6104,663086	-117,485245
6105,335999	-118,704613
6106,008911	-118,077538
6106,681824	-116,095482
6107,354736	-115,867218
6108,027649	-118,213341
6108,700562	-119,333054
6109,373474	-119,685532
6110,046387	-118,420738
6110,719299	-118,234413
6111,392212	-118,941422
6112,065125	-119,010872
6112,738037	-124,259834
6113,410950	-118,286934
6114,083862	-117,003693
6114,756775	-118,705879
6115,429688	-120,742790
6116,102600	-118,351021
6116,775513	-118,142838
6117,448425	-119,527504
6118,121338	-121,318581
6118,794250	-122,171700
6119,467163	-121,201927
6120,140076	-120,976418
6120,812988	-116,964317
6121,485901	-115,102020
6122,158813	-119,138748
6122,831726	-119,944672
6123,504639	-119,064583
6124,177551	-120,193520
6124,850464	-120,035446
6125,523376	-118,522171
6126,196289	-119,417946
6126,869202	-120,596878
6127,542114	-120,790359
6128,215027	-118,946213
6128,887939	-118,582359
6129,560852	-118,651909
6130,233765	-119,901985
6130,906677	-120,592590
6131,579590	-119,784897
6132,252502	-120,693077
6132,925415	-121,418907
6133,598328	-120,265625
6134,271240	-119,320007
6134,944153	-118,957161
6135,617065	-119,530769
6136,289978	-117,899490
6136,962891	-117,717926
6137,635803	-119,165154
6138,308716	-118,149193
6138,981628	-118,414551
6139,654541	-118,699692
6140,327454	-120,268448
6141,000366	-120,943565
6141,673279	-121,799751
6142,346191	-120,111023
6143,019104	-113,751778
6143,692017	-107,620682
6144,364929	-111,518028
6145,037842	-117,963844
6145,710754	-119,276161
6146,383667	-119,302315
6147,056580	-122,041039
6147,729492	-121,325798
6148,402405	-121,464638
6149,075317	-119,091278
6149,748230	-118,513817
6150,421143	-120,880104
6151,094055	-119,060440
6151,766968	-115,439148
6152,439880	-115,850037
6153,112793	-120,028793
6153,785706	-121,391037
6154,458618	-120,019638
6155,131531	-116,631149
6155,804443	-117,281242
6156,477356	-118,916656
6157,150269	-121,045265
6157,823181	-118,743477
6158,496094	-116,658218
6159,169006	-116,332314
6159,841919	-116,871071
6160,514832	-116,833107
6161,187744	-117,213814
6161,860657	-117,126015
6162,533569	-117,962311
6163,206482	-118,218590
6163,879395	-119,413261
6164,552307	-119,397209
6165,225220	-118,209023
6165,898132	-117,534142
6166,571045	-119,983604
6167,243958	-120,253418
6167,916870	-119,888237
6168,589783	-121,084587
6169,262695	-120,067566
6169,935608	-119,593460
6170,608521	-122,193077
6171,281433	-121,053696
6171,954346	-121,038239
6172,627258	-120,424652
6173,300171	-117,722801
6173,973083	-120,311928
6174,645996	-121,709610
6175,318909	-121,432640
6175,991821	-121,343643
6176,664734	-122,352898
6177,337646	-124,434921
6178,010559	-123,973045
6178,683472	-124,145714
6179,356384	-127,289764
6180,029297	-124,646767
6180,702209	-122,815308
6181,375122	-122,381058
6182,048035	-120,478317
6182,720947	-122,269012
6183,393860	-124,181007
6184,066772	-123,529335
6184,739685	-121,439285
6185,412598	-121,336479
6186,085510	-123,998611
6186,758423	-123,595047
6187,431335	-122,203545
6188,104248	-123,574539
6188,777161	-124,020737
6189,450073	-124,812019
6190,122986	-123,693275
6190,795898	-121,813652
6191,468811	-123,558937
6192,141724	-124,480431
6192,814636	-126,068260
6193,487549	-123,323982
6194,160461	-122,461243
6194,833374	-122,294228
6195,506287	-121,955742
6196,179199	-122,712929
6196,852112	-121,674950
6197,525024	-121,775475
6198,197937	-121,735573
6198,870850	-121,743652
6199,543762	-121,240509
6200,216675	-121,877449
6200,889587	-122,490837
6201,562500	-123,594650
6202,235413	-124,004204
6202,908325	-123,322128
6203,581238	-123,631889
6204,254150	-123,686859
6204,927063	-123,521866
6205,599976	-122,032845
6206,272888	-119,193947
6206,945801	-119,740494
6207,618713	-121,073097
6208,291626	-124,117500
6208,964539	-124,484467
6209,637451	-120,770798
6210,310364	-121,705101
6210,983276	-122,217453
6211,656189	-122,413284
6212,329102	-120,887360
6213,002014	-119,696648
6213,674927	-122,180679
6214,347839	-122,842773
6215,020752	-123,945740
6215,693665	-121,394547
6216,366577	-118,816208
6217,039490	-120,163864
6217,712402	-120,343948
6218,385315	-118,309669
6219,058228	-118,137802
6219,731140	-118,588402
6220,404053	-120,190887
6221,076965	-121,348557
6221,749878	-120,620186
6222,422791	-123,485085
6223,095703	-121,150528
6223,768616	-120,897903
6224,441528	-122,066505
6225,114441	-118,269073
6225,787354	-117,336082
6226,460266	-117,932228
6227,133179	-117,496399
6227,806091	-121,434822
6228,479004	-121,396523
6229,151917	-122,821014
6229,824829	-124,694450
6230,497742	-120,434540
6231,170654	-117,883789
6231,843567	-117,359818
6232,516479	-117,221420
6233,189392	-118,149384
6233,862305	-119,652275
6234,535217	-120,625076
6235,208130	-123,308075
6235,881042	-122,615456
6236,553955	-121,648567
6237,226868	-118,808235
6237,899780	-117,420189
6238,572693	-116,865593
6239,245605	-115,660156
6239,918518	-116,273643
6240,591431	-118,327034
6241,264343	-118,764130
6241,937256	-118,614273
6242,610168	-118,503044
6243,283081	-116,896843
6243,955994	-115,545212
6244,628906	-115,018501
6245,301819	-114,633835
6245,974731	-114,915108
6246,647644	-115,777061
6247,320557	-116,492241
6247,993469	-118,686882
6248,666382	-118,243866
6249,339294	-117,694237
6250,012207	-116,684975
6250,685120	-115,297447
6251,358032	-114,748367
6252,030945	-115,806335
6252,703857	-117,893875
6253,376770	-120,186203
6254,049683	-120,285217
6254,722595	-119,133308
6255,395508	-118,829140
6256,068420	-118,615669
6256,741333	-118,526543
6257,414246	-119,075760
6258,087158	-120,487923
6258,760071	-120,977837
6259,432983	-121,749176
6260,105896	-122,448730
6260,778809	-122,187241
6261,451721	-121,353691
6262,124634	-122,173744
6262,797546	-121,781075
6263,470459	-121,758339
6264,143372	-121,249138
6264,816284	-122,356049
6265,489197	-125,107513
6266,162109	-124,593315
6266,835022	-124,890282
6267,507935	-125,487221
6268,180847	-127,647247
6268,853760	-126,458321
6269,526672	-127,072563
6270,199585	-124,649612
6270,872498	-125,884651
6271,545410	-125,131935
6272,218323	-123,728584
6272,891235	-122,752045
6273,564148	-121,723930
6274,237061	-123,064514
6274,909973	-123,831429
6275,582886	-122,033745
6276,255798	-120,866524
6276,928711	-121,421112
6277,601624	-124,109169
6278,274536	-124,897881
6278,947449	-121,417068
6279,620361	-120,919434
6280,293274	-125,160049
6280,966187	-124,288116
6281,639099	-121,969528
6282,312012	-121,308182
6282,984924	-121,174393
6283,657837	-120,815109
6284,330750	-120,819366
6285,003662	-121,750198
6285,676575	-122,058060
6286,349487	-119,586029
6287,022400	-111,531998
6287,695313	-105,793144
6288,368225	-104,233696
6289,041138	-106,915306
6289,714050	-113,708702
6290,386963	-118,018051
6291,059875	-118,194473
6291,732788	-118,060829
6292,405701	-119,787529
6293,078613	-122,738930
6293,751526	-125,616386
6294,424438	-124,287086
6295,097351	-125,967461
6295,770264	-128,393295
6296,443176	-124,362289
6297,116089	-123,013817
6297,789001	-122,666748
6298,461914	-122,674316
6299,134827	-124,497238
6299,807739	-125,294662
6300,480652	-125,245087
6301,153564	-124,357048
6301,826477	-124,435364
6302,499390	-124,053444
6303,172302	-124,846558
6303,845215	-125,518219
6304,518127	-123,394791
6305,191040	-122,787773
6305,863953	-123,402901
6306,536865	-124,684891
6307,209778	-124,456581
6307,882690	-124,745193
6308,555603	-125,297089
6309,228516	-123,364380
6309,901428	-125,355301
6310,574341	-125,169418
6311,247253	-123,480843
6311,920166	-124,320389
6312,593079	-124,558800
6313,265991	-124,192619
6313,938904	-121,716301
6314,611816	-121,775574
6315,284729	-123,437553
6315,957642	-123,901817
6316,630554	-123,027870
6317,303467	-121,901093
6317,976379	-120,588837
6318,649292	-120,806038
6319,322205	-122,318680
6319,995117	-123,490250
6320,668030	-121,845642
6321,340942	-120,138008
6322,013855	-119,510719
6322,686768	-119,810585
6323,359680	-119,078728
6324,032593	-120,587189
6324,705505	-121,043587
6325,378418	-120,235123
6326,051331	-119,380646
6326,724243	-119,131920
6327,397156	-118,394096
6328,070068	-119,433952
6328,742981	-121,586105
6329,415894	-122,425446
6330,088806	-121,789268
6330,761719	-120,750175
6331,434631	-119,712799
6332,107544	-119,598793
6332,780457	-120,342064
6333,453369	-120,681381
6334,126282	-120,587555
6334,799194	-119,612938
6335,472107	-118,635071
6336,145020	-118,306366
6336,817932	-117,747139
6337,490845	-117,037476
6338,163757	-116,305641
6338,836670	-115,839249
6339,509583	-115,490211
6340,182495	-115,763885
6340,855408	-116,758278
6341,528320	-117,251785
6342,201233	-117,143326
6342,874146	-116,832130
6343,547058	-115,871147
6344,219971	-115,868843
6344,892883	-116,672089
6345,565796	-116,543633
6346,238708	-117,038391
6346,911621	-118,165039
6347,584534	-120,045059
6348,257446	-120,595688
6348,930359	-120,876465
6349,603271	-119,813133
6350,276184	-120,466156
6350,949097	-120,905136
6351,622009	-119,916718
6352,294922	-120,344490
6352,967834	-120,949997
6353,640747	-121,031494
6354,313660	-119,972198
6354,986572	-118,994812
6355,659485	-118,860001
6356,332397	-118,743500
6357,005310	-119,356956
6357,678223	-119,629059
6358,351135	-119,947632
6359,024048	-119,952438
6359,696960	-120,765869
6360,369873	-121,749084
6361,042786	-121,576668
6361,715698	-121,537399
6362,388611	-121,702240
6363,061523	-120,786613
6363,734436	-120,005814
6364,407349	-118,994247
6365,080261	-118,003418
6365,753174	-118,259567
6366,426086	-118,928513
6367,098999	-119,301262
6367,771912	-119,627998
6368,444824	-119,868240
6369,117737	-118,825668
6369,790649	-118,292397
6370,463562	-118,863037
6371,136475	-119,527916
6371,809387	-118,388847
6372,482300	-118,093826
6373,155212	-119,308403
6373,828125	-119,293373
6374,501038	-118,362259
6375,173950	-117,267746
6375,846863	-116,844795
6376,519775	-116,388687
6377,192688	-116,183060
6377,865601	-116,352234
6378,538513	-116,129768
6379,211426	-116,294426
6379,884338	-116,980782
6380,557251	-116,775749
6381,230164	-116,070366
6381,903076	-116,442741
6382,575989	-115,889809
6383,248901	-115,612709
6383,921814	-116,736450
6384,594727	-117,712311
6385,267639	-118,538467
6385,940552	-120,743591
6386,613464	-121,594612
6387,286377	-121,279343
6387,959290	-119,906090
6388,632202	-118,722298
6389,305115	-118,453644
6389,978027	-117,449203
6390,650940	-117,176994
6391,323853	-117,596588
6391,996765	-117,219681
6392,669678	-117,048088
6393,342590	-116,494789
6394,015503	-115,574829
6394,688416	-114,667084
6395,361328	-114,412010
6396,034241	-114,739273
6396,707153	-115,482376
6397,380066	-117,229767
6398,052979	-119,710121
6398,725891	-121,983131
6399,398804	-123,202782
6400,071716	-120,370857
6400,744629	-118,714195
6401,417542	-117,168610
6402,090454	-117,237526
6402,763367	-117,925415
6403,436279	-118,980896
6404,109192	-119,555870
6404,782104	-118,185562
6405,455017	-116,934189
6406,127930	-116,172104
6406,800842	-116,070000
6407,473755	-115,765961
6408,146667	-116,412636
6408,819580	-117,922783
6409,492493	-118,897949
6410,165405	-120,249031
6410,838318	-120,624596
6411,511230	-118,936279
6412,184143	-116,345200
6412,857056	-114,182533
6413,529968	-113,387009
6414,202881	-113,560547
6414,875793	-114,355873
6415,548706	-116,176407
6416,221619	-117,370796
6416,894531	-117,310646
6417,567444	-116,161407
6418,240356	-115,172104
6418,913269	-114,403793
6419,586182	-113,722641
6420,259094	-113,796570
6420,932007	-114,483032
6421,604919	-115,537766
6422,277832	-116,715866
6422,950745	-117,914078
6423,623657	-116,945427
6424,296570	-115,564896
6424,969482	-114,728691
6425,642395	-114,087585
6426,315308	-114,212448
6426,988220	-115,462852
6427,661133	-117,443161
6428,334045	-118,230316
6429,006958	-117,819786
6429,679871	-117,215271
6430,352783	-116,380135
6431,025696	-115,259697
6431,698608	-114,356987
6432,371521	-114,711594
6433,044434	-116,374947
6433,717346	-118,238022
6434,390259	-119,152908
6435,063171	-119,241913
6435,736084	-118,591385
6436,408997	-117,845482
6437,081909	-117,310028
6437,754822	-117,192680
6438,427734	-117,138283
6439,100647	-117,492439
6439,773560	-118,947090
6440,446472	-119,676956
6441,119385	-119,361008
6441,792297	-119,489868
6442,465210	-119,320549
6443,138123	-118,698708
6443,811035	-118,002777
6444,483948	-117,000999
6445,156860	-116,997955
6445,829773	-118,456512
6446,502686	-119,896133
6447,175598	-120,732132
6447,848511	-120,558762
6448,521423	-120,221992
6449,194336	-119,188133
6449,867249	-118,217384
6450,540161	-118,618187
6451,213074	-118,932014
6451,885986	-118,483803
6452,558899	-118,848068
6453,231812	-119,398796
6453,904724	-120,178749
6454,577637	-120,215950
6455,250549	-119,957687
6455,923462	-120,237953
6456,596375	-119,947815
6457,269287	-118,988144
6457,942200	-119,025642
6458,615112	-120,054314
6459,288025	-120,104385
6459,960938	-121,257912
6460,633850	-122,657936
6461,306763	-121,581436
6461,979675	-120,156380
6462,652588	-118,626320
6463,325500	-117,948868
6463,998413	-117,861259
6464,671326	-118,621658
6465,344238	-119,630142
6466,017151	-120,556908
6466,690063	-121,065834
6467,362976	-121,298897
6468,035889	-120,069458
6468,708801	-119,025848
6469,381714	-119,130898
6470,054626	-119,511742
6470,727539	-120,196800
6471,400452	-122,081291
6472,073364	-124,045418
6472,746277	-124,604996
6473,419189	-124,403099
6474,092102	-123,252686
6474,765015	-121,598869
6475,437927	-120,633209
6476,110840	-121,330261
6476,783752	-121,912178
6477,456665	-121,815216
6478,129578	-123,578964
6478,802490	-126,236656
6479,475403	-125,716331
6480,148315	-123,817894
